"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Regular_Petrol_importer_cost_NZc.p.l","Regular_Petrol_ETS_NZc.p.l","Regular_Petrol_GST_NZc.p.l","Regular_Petrol_taxes_NZc.p.l","Regular_Petrol_price_excl_taxes_NZc.p.l","Regular_Petrol_main_port_price_NZc.p.l","Regular_Petrol_discounted_retail_price_NZc.p.l","Regular_Petrol_importer_margin_NZc.p.l","Regular_Petrol_margin_trend_NZc.p.l","Premium_Petrol_95R_importer_cost_NZc.p.l","Premium_Petrol_95R_ETS_NZc.p.l","Premium_Petrol_95R_GST_NZc.p.l","Premium_Petrol_95R_taxes_NZc.p.l","Premium_Petrol_95R_price_excl_taxes_NZc.p.l","Premium_Petrol_95R_main_port_price_NZc.p.l","Premium_Petrol_95R_discounted_retail_price_NZc.p.l","Premium_Petrol_95R_importer_margin_NZc.p.l","Premium_Petrol_95R_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2010-08-13,"2010w32","Final",74.47,0.72176,103.17834183108,82.9938630784379,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,17.973064457794,17.6373402869123,79.2439802893637,2.079,19.5062801932367,75.6352801932367,97.8422415458937,177.9,175.55652173913,18.59826125653,15.9344170767235,80.5595711164058,2.13,20.3584687454253,76.4874687454253,104.608749963402,184.9,183.226218708827,24.0491788469963,21.0823030998825,102.910888888889
2010-08-20,"2010w33","Final",72.61,0.70852,102.48122847626,82.508734773769,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,18.4581927624628,17.6279201141033,78.9339227308853,2.079,19.3158040027605,75.4448040027605,96.3184320220842,176.185714285714,173.842236024845,17.3845092911989,15.9327287702826,80.2745295485036,2.13,20.1679925549491,76.2969925549491,103.084940439593,183.185714285714,181.511932994542,22.810410891089,21.0903438238629,102.910888888889
2010-08-27,"2010w34","Final",71.28,0.7036,101.307561114269,81.9355211861821,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.7644063500498,17.6184999412943,77.3682665851628,2.31,19.0935817805383,75.2225817805383,94.3096542443064,174.185714285714,171.842236024845,16.9413876591436,15.9310404638416,78.7209650811122,2.367,19.9457703327269,76.0747703327269,101.070162661815,181.185714285714,179.511932994542,22.3491975807027,21.0983845478433,102.643888888889
2010-09-03,"2010w35","Final",73.49,0.70856,103.71739866772,82.7688559284096,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,17.9310716078222,17.6090797684853,78.792786992651,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,15.2628989976871,15.9293521574007,80.1352609177065,2.367,19.9140243009808,76.0430243009808,100.816194407847,180.9,179.226218708827,20.6809334901401,21.1064252718237,102.643888888889
2010-09-10,"2010w36","Final",75.02,0.72138,103.995120463556,81.8240478423826,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.8758796938493,17.5996595956763,77.899941038254,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,16.1557449520842,15.9276638509597,79.216860963904,2.367,19.9140243009808,76.0430243009808,100.816194407847,180.9,179.226218708827,21.5993334439426,21.1144659958042,102.643888888889
2010-09-17,"2010w37","Final",76.04,0.72868,104.353076796399,82.4533604242275,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.2465671120043,17.5902394228673,77.9646029158223,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,16.0910830745159,15.9259755445188,79.26811988132,2.367,19.9140243009808,76.0430243009808,100.816194407847,180.9,179.226218708827,21.5480745265265,21.1225067197846,102.643888888889
2010-09-24,"2010w38","Final",75.76,0.72984,103.803573385948,82.3806160032959,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.319311532936,17.5808192500583,76.9995167522509,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,17.0561692380873,15.9242872380778,78.3001236362706,2.367,19.9140243009808,76.0430243009808,100.816194407847,180.9,179.226218708827,22.516070771576,21.130547443765,102.643888888889
2010-10-01,"2010w39","Final",77.14,0.73582,104.835421706396,83.0482408920857,2.67,15.3837294085876,15.7587294085876,99.5131960572509,120.185714285714,117.941925465839,16.4649551651652,17.5713990772493,77.8494408365975,2.31,22.7517148258169,78.8807148258169,93.2390988387794,176.9,174.429813664596,15.3896580021819,15.9225989316369,79.1384383638467,2.367,23.7409299585103,79.8699299585103,99.7768663900687,183.9,182.013796348579,20.638428026222,21.1385881677454,101.464316770186
2010-10-08,"2010w40","Final",81.31,0.74664,108.901210757527,85.615208796794,2.67,15.8769511207129,16.2519511207129,102.801340804753,124.042857142857,121.723291925466,17.1861320079589,17.6018566801582,80.4846806882066,2.31,23.4377531731029,82.5667531731029,94.8126878206859,182.328571428571,179.689440993789,14.3280071324794,15.914612997063,81.7539743140077,2.367,24.4120614734981,83.5410614734981,101.251076489988,189.328571428571,187.159137963486,19.49710217598,21.1420741764778,104.818354037267
2010-10-15,"2010w41","Final",80.69,0.75574,106.76952391034,85.0976501286588,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.449032291001,17.6323142830672,81.6250910557649,2.31,23.5122873345936,82.6412873345936,95.3095822306238,182.9,180.260869565217,13.6844911748589,15.9066270624891,82.8788985017406,2.367,24.4865956349888,83.6155956349888,101.747970899926,189.9,187.730566534914,18.869072398185,21.1455601852102,105.563695652174
2010-10-22,"2010w42","Final",79.52,0.7513,105.843205111141,84.1022637654443,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,19.4444186542155,17.6627718859762,80.3192240669236,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,16.7294885984829,15.8986411279152,81.5800340391433,2.367,24.7474652002062,83.8764652002062,103.487101334708,191.9,189.730566534914,21.9070672955649,21.1490461939426,105.563695652174
2010-10-29,"2010w43","Final",80.06,0.749975,106.7502250075,84.6104261076449,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.9362563120148,17.6932294888851,80.8414394585533,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,16.2072732068532,15.8906551933413,82.1040690462538,2.367,24.7474652002062,83.8764652002062,103.487101334708,191.9,189.730566534914,21.3830322884544,21.152532202675,105.563695652174
2010-11-05,"2010w44","Final",83.3,0.777,107.207207207207,83.1017250916597,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,20.444957328,17.7236870917941,79.9203519083329,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,17.1283607570735,15.8826692587674,81.1388688600565,2.367,24.7474652002062,83.8764652002062,103.487101334708,191.9,189.730566534914,22.3482324746516,21.1560182114073,105.563695652174
2010-11-12,"2010w45","Final",85.42,0.78422,108.923516360205,86.2509415889256,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,17.2957408307342,17.754144694703,81.5265876933079,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,15.5221249720985,15.8746833241935,82.7342763247917,2.367,24.7474652002062,83.8764652002062,103.487101334708,191.9,189.730566534914,20.7528250099165,21.1595042201397,105.563695652174
2010-11-19,"2010w46","Final",82.47,0.77308,106.677187354478,85.4037960960359,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.1428863236238,17.784602297612,81.0631723498144,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,15.985540315592,15.8666973896197,82.2896485921277,2.367,24.7474652002062,83.8764652002062,103.487101334708,191.9,189.730566534914,21.1974527425804,21.1629902288721,105.563695652174
2010-11-26,"2010w47","Final",82.03,0.76618,107.063614294291,85.0686176431559,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.4780647765038,17.815059900521,81.9590817633039,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,15.0896309021025,15.8587114550458,83.1997974047346,2.367,24.7474652002062,83.8764652002062,103.487101334708,191.9,189.730566534914,20.2873039299736,21.1664762376045,105.563695652174
2010-12-03,"2010w48","Final",85.62,0.74886,114.333787356782,89.8015620778075,2.7768,16.2868890089117,16.6618890089117,105.427460059411,127.185714285714,124.866149068323,15.6258979816038,17.8686143436012,87.6127073417314,2.4024,24.0712935457737,83.2002935457737,98.943890305158,187.185714285714,184.546583850932,11.3311829634266,15.8616370681688,88.8831401033741,2.4614,25.045601846169,84.174601846169,105.38027897446,194.185714285714,192.016280820629,16.4971388710856,21.1820956054198,107.444473291925
2010-12-10,"2010w49","Final",88.19,0.75576,116.690483751455,92.4477421452641,2.8035,16.6222927356198,16.9972927356198,107.636784904132,129.757142857143,127.437577639752,15.1890427588677,17.9221687866814,90.8770989886952,2.4255,24.7421009991898,83.8711009991898,103.392839994599,192.328571428571,189.689440993789,12.5157410059038,15.8645626812918,92.1379566860443,2.485,25.7164092995851,84.8454092995851,109.828728663901,199.328571428571,197.159137963486,17.6907719778564,21.1977149732351,109.653798136646
2010-12-17,"2010w50","Final",89.23,0.74586,119.633711420374,93.4005490240602,2.8035,16.9763300027005,17.3513300027005,109.997033351337,132.471428571429,130.151863354037,16.5964843272765,17.9757232297615,91.660361899313,2.4255,25.1520388873886,84.2810388873886,106.125759249257,195.471428571429,192.832298136646,14.4653973499444,15.8674882944148,92.9384679744676,2.485,26.1263471877839,85.2553471877839,112.561647918559,202.471428571429,200.301995106343,19.6231799440914,21.2133343410503,112.014046583851
2010-12-24,"2010w51","Final",90.68,0.74194,122.220125616627,95.3032352985524,2.8035,17.1440318660546,17.5190318660546,111.115045773697,133.757142857143,131.437577639752,15.8118104751446,18.0292776728417,94.3530517873576,2.4255,25.4315419929787,84.5605419929787,107.989113286524,197.614285714286,194.975155279503,13.6360614991669,15.8704139075378,95.6379106670714,2.485,26.4058502933739,85.5348502933739,114.425001955826,204.614285714286,202.4448522492,18.7870912887548,21.2289537088656,113.132059006211
2010-12-31,"2010w52","Final",89.69,0.764866666666667,117.262267933409,93.1277305818371,2.8035,17.1526284994149,17.5276284994149,111.172356662766,133.9,131.503485162181,18.0446260809288,18.0828321159219,92.1206772015111,2.4255,25.4814474750203,84.6104474750203,108.321816500135,197.9,195.357763975155,16.2011392986239,15.8733395206609,93.3673227530685,2.485,26.4706626077136,85.5996626077136,114.857084051424,204.9,202.941746659138,21.4897612983558,21.2445730766809,113.256282608696
2011-01-07,"2011w01","Final",90.9,0.760466666666667,119.531866397826,94.5421459161701,2.8035,17.1275362318841,17.5025362318841,111.005074879227,133.9,131.311111111111,16.4629289630569,18.1363865590021,92.8697163628242,2.4255,25.5130434782609,84.6420434782609,108.532456521739,197.9,195.6,15.6627401589149,15.8762651337839,94.3720022885353,2.485,26.5395256916996,85.6685256916996,115.316171277997,204.9,203.469696969697,20.9441689894621,21.2601924444961,113.256282608696
2011-01-14,"2011w02","Final",93.7,0.7637,122.692156605997,96.0401064719003,2.8035,17.1275362318841,17.5025362318841,111.005074879227,133.9,131.311111111111,14.9649684073268,18.1899410020823,93.7895505210032,2.4255,25.5130434782609,84.6420434782609,108.532456521739,197.9,195.6,14.7429060007359,15.8791907469069,95.2862072808681,2.485,26.5395256916996,85.6685256916996,115.316171277997,204.9,203.469696969697,20.0299639971292,21.2758118123114,113.256282608696
2011-01-21,"2011w03","Final",92.92,0.7672,121.1157455683,97.1863511715662,2.8035,17.5188405797101,17.8938405797101,113.613770531401,136.9,134.311111111111,16.4274193598348,18.2434954451625,94.25772822252,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,16.0138587340017,15.8821163600299,95.7473145560808,2.485,26.800395256917,85.929395256917,117.05530171278,206.9,205.469696969697,21.3079871566992,21.2914311801267,115.86497826087
2011-01-28,"2011w04","Final",92.73,0.76692,120.912220309811,96.8515492019756,2.8035,17.5188405797101,17.8938405797101,113.613770531401,136.9,134.311111111111,16.7622213294254,18.3052941948201,92.581153495547,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,17.6904334609747,15.8977217621767,94.071283672238,2.485,26.800395256917,85.929395256917,117.05530171278,206.9,205.469696969697,22.984018040542,21.3217633683618,115.86497826087
2011-02-04,"2011w05","Final",96.34,0.77376,124.508891645988,98.406731521673,2.8035,17.5188405797101,17.8938405797101,113.613770531401,136.9,134.311111111111,15.2070390097279,18.3670929444777,94.3486785427924,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,15.9229084137293,15.9133271643235,95.8244332640272,2.485,26.800395256917,85.929395256917,117.05530171278,206.9,205.469696969697,21.2308684487527,21.3520955565969,115.86497826087
2011-02-11,"2011w06","Final",96.64,0.77012,125.486937100712,100.96023019235,2.8035,17.9660455486542,18.3410455486542,116.595136991028,140.328571428571,137.739682539683,15.6349067986783,18.4288916941354,94.3145027443068,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,15.957084212215,15.9289325664703,95.7968701344551,2.485,26.800395256917,85.929395256917,117.05530171278,206.9,205.469696969697,21.2584315783248,21.3824277448321,118.846344720497
2011-02-18,"2011w07","Final",99.06,0.75576,131.07335662115,104.039165024319,2.8035,18.1896480331263,18.5646480331263,118.085820220842,142.042857142857,139.453968253968,14.0466551965232,18.490690443793,97.0011057238298,2.4255,25.9975155279503,85.1265155279503,111.762270186335,201.614285714286,199.314285714286,14.7611644625056,15.944537968617,98.509792054799,2.485,27.023997741389,86.152997741389,118.545984942594,208.614285714286,207.183982683983,20.0361928877946,21.4127599330672,120.337027950311
2011-02-25,"2011w08","Final",105.84,0.7532,140.520446096654,109.064617019218,2.8035,18.3014492753623,18.6764492753623,118.831161835749,142.9,140.311111111111,9.76654481653094,18.5524891934506,103.309136792448,2.4255,26.1652173913043,85.2942173913043,112.880282608696,202.9,200.6,9.57114581624786,15.9601433707638,104.822950894271,2.485,27.1916996047431,86.3206996047431,119.663997364954,209.9,208.469696969697,14.8410464706828,21.4430921213023,121.082369565217
2011-03-04,"2011w09","Final",109.34,0.7471,146.352563244546,114.955860865945,2.8035,19.3076604554865,19.6826604554865,125.53923636991,150.614285714286,148.025396825397,10.5833755039656,18.6142879431082,107.081247049786,2.4255,26.8919254658385,86.0209254658385,117.72500310559,208.471428571429,206.171428571429,10.643756055804,15.9757487729106,108.608666998251,2.485,27.9184076792772,87.0474076792772,124.508717861848,215.471428571429,214.041125541126,15.9000508635969,21.4734243095374,127.790444099379
2011-03-11,"2011w10","Final",109.77,0.7371,148.921448921449,118.458118026022,2.8035,20.4256728778468,20.8006728778468,132.992652518979,159.185714285714,156.596825396825,14.534534492957,18.6760866927659,109.670787413407,2.4255,27.767701863354,86.896701863354,123.56351242236,215.185714285714,212.885714285714,13.8927250089528,15.9913541750574,111.21640418113,2.485,28.7941840767928,87.9231840767928,130.347227178618,222.185714285714,220.755411255411,19.1308229974887,21.5037564977726,135.243860248447
2011-03-18,"2011w11","Final",106.94,0.72964,146.56542952689,121.451758045875,2.8035,20.8915113871636,21.2665113871636,136.09824258109,162.757142857143,160.168253968254,14.6464845352152,18.7378854424235,108.222336846024,2.4255,27.8608695652174,86.9898695652174,124.184630434783,215.9,213.6,15.962293588759,16.0069595772042,109.785031848344,2.485,28.8873517786561,88.0163517786561,130.968345191041,222.9,221.469696969697,21.1833133426965,21.5340886860077,138.349450310559
2011-03-25,"2011w12","Final",109.85,0.73964,148.518198042291,121.643838309002,2.8035,21.7300207039337,22.1050207039337,141.688304692892,169.185714285714,166.596825396825,20.0444663838893,18.8098948850517,109.5557223593,2.4255,28.1962732919255,87.3252732919255,126.420655279503,218.471428571429,216.171428571429,16.8649329202026,16.0463669359829,111.096534625119,2.485,29.2227555053642,88.3517555053642,133.204370035761,225.471428571429,224.041125541126,22.1078354106421,21.5926484449285,143.93951242236
2011-04-01,"2011w13","Final",110.14,0.75664,145.564601395644,118.982962544368,2.8035,21.7132232157077,22.0882232157077,141.576321438051,168.614285714286,166.468044653759,22.5933588936831,18.88190432768,108.09574824324,2.4255,28.2672240802676,87.3962240802676,126.893660535117,218.9,216.715384615385,18.7979122918769,16.0857742947616,109.605877898964,2.485,29.3048864179299,88.4338864179299,133.751909452866,225.9,224.670795870796,24.1460315539022,21.6512082038494,143.442618012422
2011-04-08,"2011w14","Final",115.11,0.7718,149.144856180358,120.49589088366,2.8035,21.5666029622551,21.9416029622551,140.598853081701,166.9,165.343956043956,20.102962198041,18.9539137703083,110.367526048746,2.4255,28.2872909698997,87.4162909698997,127.027439799331,218.9,216.869230769231,16.6599137505846,16.1251816535403,111.599662929971,2.485,29.3398601398601,88.4688601398601,133.985067599068,225.9,224.938927738928,22.3854046690966,21.7097679627703,141.951934782609
2011-04-15,"2011w15","Final",115.96,0.78608,147.516792184002,118.416154451419,2.8035,21.5666029622551,21.9416029622551,140.598853081701,166.9,165.343956043956,22.1826986302819,19.0259232129365,109.415358524278,2.4255,28.2872909698997,87.4162909698997,127.027439799331,218.9,216.869230769231,17.6120812750533,16.164589012319,110.626296223919,2.485,29.3398601398601,88.4688601398601,133.985067599068,225.9,224.938927738928,23.3587713751482,21.7683277216911,141.951934782609
2011-04-22,"2011w16","Final",115.77,0.792,146.174242424242,116.259771838588,2.8035,21.2311992355471,21.6061992355471,138.36282823698,164.328571428571,162.772527472527,22.1030563983921,19.0979326555648,108.481137702629,2.4255,28.2872909698997,87.4162909698997,127.027439799331,218.9,216.869230769231,18.5463020967021,16.2039963710978,109.683023948758,2.485,29.3398601398601,88.4688601398601,133.985067599068,225.9,224.938927738928,24.3020436503095,21.826887480612,139.715909937888
2011-04-29,"2011w17","Final",118.7,0.803475,147.733283549582,115.44276317607,2.8035,21.175298614429,21.550298614429,137.990157429527,163.9,162.343956043956,22.547394253457,19.1699420981931,111.783797073194,2.4255,28.2872909698997,87.4162909698997,127.027439799331,218.9,216.869230769231,15.2436427261375,16.2434037298765,112.969676620086,2.485,29.3398601398601,88.4688601398601,133.985067599068,225.9,224.938927738928,21.0153909789815,21.8854472395329,139.343239130435
2011-05-06,"2011w18","Final",112.01,0.79812,140.342304415376,111.90967857255,2.8035,21.175298614429,21.550298614429,137.990157429527,163.9,162.343956043956,26.0804788569774,19.2419515408213,111.588495924735,2.4255,28.5667940754897,87.6957940754897,128.890793836598,221.042857142857,219.012087912088,17.3022979118633,16.2828110886552,112.781166083275,2.485,29.6193632454502,88.7483632454502,135.848421636335,228.042857142857,227.081784881785,23.0672555530595,21.9440069984537,139.343239130435
2011-05-13,"2011w19","Final",108.06,0.79232,136.38428917609,107.049304754786,2.8035,20.3926899187769,20.7676899187769,132.772766125179,157.9,156.343956043956,25.7234613703932,19.3139609834496,107.187537635209,2.4255,27.8959866220736,87.0249866220736,124.418744147157,215.9,213.869230769231,17.2312065119478,16.3222184474339,108.388938466861,2.485,28.948555792034,88.077555792034,131.376371946894,222.9,221.938927738928,22.9874334800327,22.0025667573746,134.125847826087
2011-05-20,"2011w20","Final",106.61,0.78642,135.563693700567,106.138109518371,2.8035,20.0013855709508,20.3763855709508,130.164070473005,154.9,153.343956043956,24.0259609546347,19.4226805468798,100.981028962324,2.4255,27.5046822742475,86.6336822742475,121.810048494983,212.9,210.869230769231,20.8290195326596,16.3787353522173,102.190851418431,2.485,28.557251444208,87.686251444208,128.76767629472,219.9,218.938927738928,26.5768248762892,22.0791918187665,131.517152173913
2011-05-27,"2011w21","Final",107.59,0.79754,134.902324648294,104.729411486176,2.8035,19.2001433349259,19.5751433349259,124.822455566173,148.757142857143,147.201098901099,20.0930440799968,19.53140011031,100.615969942481,2.4255,26.7034400382226,85.8324400382226,116.468433588151,206.757142857143,204.726373626374,15.8524636456701,16.4352522570007,101.809040687688,2.485,27.7560092081831,86.8850092081831,123.426061387887,213.757142857143,212.796070596071,21.6170207001999,22.1558168801584,126.175537267081
2011-06-03,"2011w22","Final",109.15,0.81858,133.340663099514,104.867652207971,2.8035,19.0883420926899,19.4633420926899,124.077113951266,147.9,146.343956043956,19.2094617432952,19.6401196737402,99.1560061309229,2.4255,26.5916387959866,85.7206387959866,115.723091973244,205.9,203.869230769231,16.5670858423212,16.4917691617841,100.320912552462,2.485,27.6442079659471,86.7732079659471,122.680719772981,212.9,211.938927738928,22.3598072205186,22.2324419415503,125.430195652174
2011-06-10,"2011w23","Final",110.6,0.820925,134.726071200171,105.905271027112,2.8035,19.0883420926899,19.4633420926899,124.077113951266,147.9,146.343956043956,18.1718429241546,19.7488392371704,100.172540106777,2.4255,26.5916387959866,85.7206387959866,115.723091973244,205.9,203.869230769231,15.5505518664668,16.5482860665675,101.333211993904,2.485,27.6442079659471,86.7732079659471,122.680719772981,212.9,211.938927738928,21.3475077790767,22.3090670029422,125.430195652174
2011-06-17,"2011w24","Final",110.42,0.81352,135.731143671944,106.531017217746,2.8035,19.36784519828,19.74284519828,125.940467988533,150.042857142857,148.486813186813,19.4094507707874,19.8575588006006,99.894191578824,2.4255,26.7779741997133,85.9069741997133,116.965327998089,207.328571428571,205.297802197802,17.0711364192648,16.6048029713509,101.064513192718,2.485,27.8305433696738,86.9595433696738,123.922955797825,214.328571428571,213.367499167499,22.8584426051071,22.385692064334,127.293549689441
2011-06-24,"2011w25","Final",104.95,0.81246,129.175590182901,101.846361789856,2.8035,19.479646440516,19.854646440516,126.68580960344,150.9,149.343956043956,24.8394478135838,19.9662783640308,97.7684706821635,2.4255,26.852508361204,85.981508361204,117.462222408027,207.9,205.869230769231,19.6937517258633,16.6613198761343,98.9389446069463,2.485,27.9050775311645,87.0340775311645,124.419850207763,214.9,213.938927738928,25.480905600817,22.4623171257259,128.038891304348
2011-07-01,"2011w26","Final",104.94,0.81484,128.78601934122,100.071480311465,2.8035,18.7879508150505,19.1629508150505,122.07450543367,145.9,144.04095624872,22.003025122205,20.074997927461,96.6557826199228,2.4255,26.5579955960863,85.6869955960863,115.498803973909,205.9,203.611299569995,18.8430213539861,16.7178367809177,97.8228378024482,2.485,27.6453203696115,86.7743203696115,122.68813579741,212.9,211.947456167021,24.8652979949617,22.5389421871178,123.691065217391
2011-07-08,"2011w27","Final",108.69,0.82916,131.084471030923,101.638397685414,2.7234,18.7352551984877,19.1102551984877,121.803301323251,145.9,143.636956521739,20.1649036378373,20.1837174908912,101.101005829273,2.3562,26.5131379962193,85.6421379962193,115.269053308129,205.9,203.267391304348,14.1680474788558,16.7743536857011,102.591377062546,2.4142,27.6468035744973,86.7758035744973,122.768823829982,212.9,211.95882740448,20.1774467674365,22.6155672485097,123.771165217391
2011-07-15,"2011w28","Final",111.22,0.83404,133.350918421179,103.874813798706,2.5632,19.1079260059411,19.4829260059411,124.447973372941,148.757142857143,146.494099378882,20.5731595742349,20.2874830909716,101.101844885697,2.2176,26.8858088036727,86.0148088036727,117.892125357818,208.757142857143,206.124534161491,16.7902804721207,16.8234883391565,102.583495899774,2.2726,28.0194743819508,87.1484743819507,125.394895879672,215.757142857143,214.815970261622,22.8113999798976,22.6814308379386,126.415837267081
2011-07-22,"2011w29","Final",111.87,0.85388,131.013725582049,102.244723496452,2.5365,19.0333918444504,19.4083918444504,123.977778963003,148.185714285714,145.922670807453,21.7330554665511,20.391248691052,97.5130517763345,2.1945,26.811274642182,85.940274642182,117.41833094788,208.185714285714,205.553105590062,19.9052791715455,16.8726229926119,98.9601674665722,2.249,27.9449402204601,87.0739402204601,124.921601469734,215.185714285714,214.244541690194,25.9614340031616,22.7472944273674,125.945642857143
2011-07-29,"2011w30","Final",111.73,0.86838,128.664870218107,100.682014501858,2.5365,18.8656899810964,19.2406899810964,122.859766540643,146.9,144.636956521739,22.1777520387847,20.4950142911324,97.3328499271159,2.1945,26.643572778828,85.772572778828,116.30031852552,206.9,204.267391304348,18.9674685984039,16.9217576460673,98.7569809225163,2.249,27.777238357106,86.906238357106,123.803589047374,213.9,212.95882740448,25.0466081248572,22.8131580167963,124.827630434783
2011-08-05,"2011w31","Final",107.15,0.86294,124.168540107076,99.7960742038454,2.5365,18.6420874966244,19.0170874966244,121.369083310829,145.185714285714,142.922670807453,21.5730091069836,20.5987798912129,96.1638671218305,2.1945,26.643572778828,85.772572778828,116.30031852552,206.9,204.267391304348,20.1364514036893,16.9708922995228,97.5991328387936,2.249,27.777238357106,86.906238357106,123.803589047374,213.9,212.95882740448,26.2044562085799,22.8790216062251,123.336947204969
2011-08-12,"2011w32","Final",100.82,0.82666,121.960660973072,98.6328041408175,2.5365,18.2507831487983,18.6257831487983,118.760387658655,142.185714285714,139.922670807453,20.1275835178376,20.7025454912933,95.6729425332597,2.1945,25.9541317850392,85.0831317850392,111.704045233594,201.614285714286,198.981677018634,16.0311027003347,17.0200269529782,97.171198403625,2.249,27.0877973633172,86.2167973633172,119.207315755448,208.614285714286,207.673113118765,22.0361173518231,22.944885195654,120.728251552795
2011-08-19,"2011w33","Final",103.99,0.8321,124.972959980772,99.2769286047077,2.5365,18.3066837699163,18.6816837699163,119.133058466109,142.614285714286,140.351242236025,19.8561298614008,20.8063110913737,98.2445857953665,2.1945,25.9541317850392,85.0831317850392,111.704045233594,201.614285714286,198.981677018634,13.4594594382279,17.0691616064336,99.7324873297897,2.249,27.0877973633172,86.2167973633172,119.207315755448,208.614285714286,207.673113118765,19.4748284256584,23.0107487850829,121.100922360248
2011-08-26,"2011w34","Final",105.4,0.8267,127.494859078263,100.084427483124,2.5365,18.4743856332703,18.8493856332703,120.251070888469,143.9,141.636956521739,20.1666434053447,20.9100766914541,99.2011906451916,2.1945,26.1218336483932,85.2508336483932,112.822057655955,202.9,200.267391304348,13.620867010763,17.118296259889,100.698473417893,2.249,27.2554992266712,86.3844992266712,120.325328177808,209.9,208.95882740448,19.6268547599156,23.0766123745117,122.218934782609
2011-09-02,"2011w35","Final",109.73,0.84916,129.221819209572,100.323169675889,2.5365,18.4743856332703,18.8493856332703,120.251070888469,143.9,141.636956521739,19.9279012125797,21.0138422915345,101.045581254022,2.1945,26.5690386173373,85.6980386173373,115.803424115582,206.328571428571,203.695962732919,14.7578428615595,17.1674309133444,102.503261394623,2.249,27.66543711487,86.79443711487,123.058247432467,213.042857142857,212.101684547337,20.5549860378442,23.1424759639406,122.218934782609
2011-09-09,"2011w36","Final",108.53,0.83318,130.259967834081,101.690127433722,2.5365,18.604820415879,18.979820415879,121.12063610586,144.9,142.636956521739,19.4305086721377,21.0699448496433,101.913706838389,2.1945,26.643572778828,85.772572778828,116.30031852552,206.9,204.267391304348,14.3866116871305,17.215191226472,103.399121197581,2.249,27.777238357106,86.906238357106,123.803589047374,213.9,212.95882740448,20.4044678497929,23.2016581018255,123.0885
2011-09-16,"2011w37","Final",107.34,0.82192,130.596651742262,101.212015624741,2.5365,18.7911558196057,19.1661558196057,122.362872130705,146.328571428571,144.065527950311,21.150856505964,21.1260474077521,100.744600229827,2.1945,26.923075884418,86.052075884418,118.163672562787,209.042857142857,206.410248447205,17.4190723329598,17.2629515395995,102.249911295367,2.249,28.0567414626961,87.1857414626961,125.666943084641,216.042857142857,215.101684547337,23.4170317892732,23.2608402397104,124.330736024845
