City, Year, Month, Day,Hour,Temp,Twet(C),RH(%),Tdew(C)
Gisborne,2017,May,13,16,11.2,10,85,8.8
Gisborne,2017,May,13,17,11.4,9.6,78,7.7
Gisborne,2017,May,13,18,11,9.5,81,7.9
Gisborne,2017,May,13,19,10.8,9.2,80,7.5
Gisborne,2017,May,13,20,10,9.1,88,8.1
Gisborne,2017,May,13,21,9.8,8.9,88,7.9
Gisborne,2017,May,13,22,10.3,9.5,89,8.6
Gisborne,2017,May,13,23,10.1,9.5,92,8.9
Gisborne,2017,May,14,0,10.2,9.3,88,8.3
Gisborne,2017,May,14,1,9.9,9,88,8
Gisborne,2017,May,14,2,9.5,8.5,87,7.4
Gisborne,2017,May,14,3,9.3,8.1,84,6.7
Gisborne,2017,May,14,4,9,7.7,83,6.3
Gisborne,2017,May,14,5,9,7.7,82,6.1
Gisborne,2017,May,14,6,7.8,6.8,85,5.5
Gisborne,2017,May,14,7,7.4,6.4,86,5.2
Gisborne,2017,May,14,8,8,7.2,88,6.1
Gisborne,2017,May,14,9,10.5,8.5,75,6.3
Gisborne,2017,May,14,10,12.4,9.6,67,6.5
Gisborne,2017,May,14,11,12.6,9.7,66,6.4
Gisborne,2017,May,14,12,13.2,10.2,66,7
Gisborne,2017,May,14,13,13.8,10.1,59,6
Gisborne,2017,May,14,14,13.6,10,60,6
Gisborne,2017,May,14,15,14.4,10.6,59,6.5
Gisborne,2017,May,14,16,13.2,9.6,60,5.6
Gisborne,2017,May,14,17,11.1,8.1,64,4.6
Gisborne,2017,May,14,18,9.1,7.2,74,4.7
Gisborne,2017,May,14,19,7.6,6.3,82,4.7
Gisborne,2017,May,14,20,6.6,5.7,87,4.6
Gisborne,2017,May,14,21,6.6,5.9,90,5.1
Gisborne,2017,May,14,22,6.2,5.6,91,4.8
Gisborne,2017,May,14,23,6.1,5.5,91,4.8
Gisborne,2017,May,15,0,6,5.5,92,4.8
Gisborne,2017,May,15,1,5.7,5.2,92,4.5
Gisborne,2017,May,15,2,5,4.5,92,3.8
Gisborne,2017,May,15,3,5,4.5,92,3.8
Gisborne,2017,May,15,4,4.8,4.3,92,3.6
Gisborne,2017,May,15,5,4.5,4.1,93,3.5
Gisborne,2017,May,15,6,3.8,3.5,94,2.9
Gisborne,2017,May,15,7,4.1,3.7,93,3.1
Gisborne,2017,May,15,8,4.8,4.2,90,3.3
Gisborne,2017,May,15,9,7.1,6.1,86,4.9
Gisborne,2017,May,15,10,9.6,8,79,6.2
Gisborne,2017,May,15,11,12.5,10,71,7.4
Gisborne,2017,May,15,12,14.8,11.2,62,7.6
Gisborne,2017,May,15,13,16.1,11.8,57,7.6
Gisborne,2017,May,15,14,16.8,12,53,7.2
Gisborne,2017,May,15,15,17.2,11.7,48,6.1
Gisborne,2017,May,15,16,16.9,11.5,48,5.9
Gisborne,2017,May,15,17,13.5,10.8,70,8.2
Gisborne,2017,May,15,18,9.8,8.7,86,7.6
Gisborne,2017,May,15,19,8.5,7.9,91,7.1
Gisborne,2017,May,15,20,7.9,7.3,92,6.7
Gisborne,2017,May,15,21,8,7.4,92,6.8
Gisborne,2017,May,15,22,7.4,6.9,92,6.2
Gisborne,2017,May,15,23,6.9,6.5,94,6
Gisborne,2017,May,16,0,6.2,5.8,93,5.2
Gisborne,2017,May,16,1,6,5.6,94,5.1
Gisborne,2017,May,16,2,5.6,5.2,94,4.7
Gisborne,2017,May,16,3,5.3,4.9,93,4.3
Gisborne,2017,May,16,4,4.9,4.5,94,4
Gisborne,2017,May,16,5,5.3,4.9,94,4.4
Gisborne,2017,May,16,6,6,5.5,92,4.8
Gisborne,2017,May,16,7,6.5,5.9,91,5.2
Gisborne,2017,May,16,8,7.2,6.5,89,5.5
Gisborne,2017,May,16,9,8.6,7.5,85,6.2
Gisborne,2017,May,16,10,10.2,8.6,80,6.9
Gisborne,2017,May,16,11,13.1,10.8,74,8.6
Gisborne,2017,May,16,12,14.5,11.7,70,9.1
Gisborne,2017,May,16,13,16.2,11.9,57,7.7
Gisborne,2017,May,16,14,16,12.5,64,9.2
Gisborne,2017,May,16,15,15.8,13,71,10.6
Gisborne,2017,May,16,16,16,13.4,73,11.2
Gisborne,2017,May,16,17,14,12.2,80,10.6
Gisborne,2017,May,16,18,12.1,11.2,89,10.3
Gisborne,2017,May,16,19,12.2,11.2,88,10.3
Gisborne,2017,May,16,20,12,11.2,90,10.4
Gisborne,2017,May,16,21,11.9,11.1,90,10.3
Gisborne,2017,May,16,22,12,11.2,90,10.4
Gisborne,2017,May,16,23,11.2,10.4,90,9.6
Gisborne,2017,May,17,0,10.5,9.7,90,8.9
Gisborne,2017,May,17,1,9.9,9.2,91,8.5
Gisborne,2017,May,17,2,10.6,9.7,88,8.7
Gisborne,2017,May,17,3,10.4,9.6,90,8.8
Gisborne,2017,May,17,4,9.8,9.2,92,8.6
Gisborne,2017,May,17,5,9.5,8.8,91,8.1
Gisborne,2017,May,17,6,9.9,9.2,91,8.5
Gisborne,2017,May,17,7,10.1,9.3,89,8.4
Gisborne,2017,May,17,8,10.2,9.4,89,8.5
Gisborne,2017,May,17,9,10.7,10,91,9.3
Gisborne,2017,May,17,10,11.6,10.9,91,10.2
Gisborne,2017,May,17,11,13.6,12,82,10.6
Gisborne,2017,May,17,12,15.2,13.4,81,12
Gisborne,2017,May,17,13,16.8,14.3,75,12.4
Gisborne,2017,May,17,14,18.3,15.4,72,13.2
Gisborne,2017,May,17,15,18.5,15.5,71,13.2
Gisborne,2017,May,17,16,17.8,15.4,76,13.5
Gisborne,2017,May,17,17,17,14.7,77,12.9
Gisborne,2017,May,17,18,15.2,13.7,84,12.5
Gisborne,2017,May,17,19,14.9,13.4,84,12.2
Gisborne,2017,May,17,20,13.5,12.6,89,11.7
Gisborne,2017,May,17,21,14,13.5,94,13.1
Gisborne,2017,May,17,22,13.6,13.2,95,12.8
Gisborne,2017,May,17,23,14.7,13.5,87,12.6
Gisborne,2017,May,18,0,13.5,12.4,87,11.4
Gisborne,2017,May,18,1,13.5,12.5,88,11.6
Gisborne,2017,May,18,2,12.8,11.9,89,11
Gisborne,2017,May,18,3,12.3,11.6,91,10.9
Gisborne,2017,May,18,4,13.1,11.9,86,10.8
Gisborne,2017,May,18,5,13.9,12.3,82,10.9
Gisborne,2017,May,18,6,13.2,11.9,85,10.8
Gisborne,2017,May,18,7,11.9,10.9,88,10
Gisborne,2017,May,18,8,14.5,12.9,82,11.5
Gisborne,2017,May,18,9,16.1,14,78,12.3
Gisborne,2017,May,18,10,17.6,15.4,78,13.7
Gisborne,2017,May,18,11,19.2,16.2,72,14.1
Gisborne,2017,May,18,12,19.8,16.4,69,14
Gisborne,2017,May,18,13,20.7,16.5,63,13.4
Gisborne,2017,May,18,14,20.6,16.4,63,13.3
Gisborne,2017,May,18,15,15.2,13.2,78,11.4
Gisborne,2017,May,18,16,14.9,12.6,75,10.5
Gisborne,2017,May,18,17,13.8,11.8,77,9.9
Gisborne,2017,May,18,18,13.2,11.2,77,9.3
Gisborne,2017,May,18,19,11.8,10.5,84,9.2
Gisborne,2017,May,18,20,10.6,9.7,88,8.7
Gisborne,2017,May,18,21,10.6,9.7,89,8.9
Gisborne,2017,May,18,22,9,8.4,92,7.8
Gisborne,2017,May,18,23,8.5,8.1,94,7.6
Gisborne,2017,May,19,0,10.8,9.2,80,7.5
Gisborne,2017,May,19,1,10.5,9,81,7.4
Gisborne,2017,May,19,2,11.4,9.1,72,6.6
Gisborne,2017,May,19,3,11.9,9.3,69,6.4
Gisborne,2017,May,19,4,11.2,8.4,66,5.1
Gisborne,2017,May,19,5,10.1,7.9,72,5.3
Gisborne,2017,May,19,6,10.8,8,66,4.7
Gisborne,2017,May,19,7,9.7,8,78,6.1
Gisborne,2017,May,19,8,10.8,9.7,86,8.6
Gisborne,2017,May,19,9,11,9.2,77,7.1
Gisborne,2017,May,19,10,12.1,10,75,7.8
Gisborne,2017,May,19,11,14.3,10.9,63,7.4
Gisborne,2017,May,19,12,14.9,11.7,66,8.6
Gisborne,2017,May,19,13,15.7,12.1,63,8.7
Gisborne,2017,May,19,14,16.9,12.3,55,7.8
Gisborne,2017,May,19,15,16.3,10.5,43,3.7
Gisborne,2017,May,19,16,15.2,9.9,46,3.7
Gisborne,2017,May,19,17,12.7,9.1,59,4.9
Gisborne,2017,May,19,18,11.4,8.3,63,4.6
Gisborne,2017,May,19,19,9,6.9,72,4.2
Gisborne,2017,May,19,20,10.9,7.7,61,3.7
Gisborne,2017,May,19,21,10.6,7.5,62,3.7
Gisborne,2017,May,19,22,9.5,6.9,66,3.5
Gisborne,2017,May,19,23,9.7,6.9,64,3.2
Gisborne,2017,May,20,0,10.3,7.4,63,3.6
Gisborne,2017,May,20,1,10.3,7.4,64,3.8
Gisborne,2017,May,20,2,11.7,7.9,55,3
Gisborne,2017,May,20,3,10.5,7.6,64,4
Gisborne,2017,May,20,4,10.3,7.5,65,4
Gisborne,2017,May,20,5,10.8,7.8,63,4.1
Gisborne,2017,May,20,6,10.6,7.6,63,3.9
Gisborne,2017,May,20,7,10.1,7.7,70,4.9
Gisborne,2017,May,20,8,11.8,8.9,66,5.7
Gisborne,2017,May,20,9,13.1,10,65,6.7
Gisborne,2017,May,20,10,14.3,10.8,62,7.1
Gisborne,2017,May,20,11,14.6,10.8,60,6.9
Gisborne,2017,May,20,12,13.8,10.7,66,7.6
Gisborne,2017,May,20,13,9.4,8.2,84,6.9
Gisborne,2017,May,20,14,10.2,8,72,5.4
Gisborne,2017,May,20,15,9.8,7.8,74,5.4
Gisborne,2017,May,20,16,7.6,5.7,73,3.1
Gisborne,2017,May,20,17,7,5.6,79,3.6
Gisborne,2017,May,20,18,6.6,5.2,79,3.2
Gisborne,2017,May,20,19,5.5,4.3,81,2.5
Gisborne,2017,May,20,20,4.5,3.2,79,1.2
Gisborne,2017,May,20,21,4.2,2.7,75,0.2
Gisborne,2017,May,20,22,4.3,2.6,72,-0.3
Gisborne,2017,May,20,23,5.9,3.3,61,-1
Gisborne,2017,May,21,0,5.7,2.9,58,-1.9
Gisborne,2017,May,21,1,5.4,2.3,53,-3.4
Gisborne,2017,May,21,2,3.1,1.2,67,-2.4
Gisborne,2017,May,21,3,2.9,1.1,69,-2.2
Gisborne,2017,May,21,4,6.1,2.8,51,-3.2
Gisborne,2017,May,21,5,6.2,2.9,52,-2.9
Gisborne,2017,May,21,6,6.2,3.2,56,-1.9
Gisborne,2017,May,21,7,6.8,3.6,54,-1.8
Gisborne,2017,May,21,8,7,3.8,55,-1.4
Gisborne,2017,May,21,9,8.4,5.3,58,0.6
Gisborne,2017,May,21,10,9.4,5.8,54,0.6
Gisborne,2017,May,21,11,10,6.5,56,1.7
Gisborne,2017,May,21,12,11.4,7.5,54,2.4
Gisborne,2017,May,21,13,11.2,7.2,52,1.8
Gisborne,2017,May,21,14,10.6,6.8,54,1.7
Gisborne,2017,May,21,15,10.4,7,58,2.5
Gisborne,2017,May,21,16,10.1,7,61,2.9
Gisborne,2017,May,21,17,9,6.3,64,2.6
Gisborne,2017,May,21,18,8.9,6.2,64,2.5
Gisborne,2017,May,21,19,8.7,5.9,63,2.1
Gisborne,2017,May,21,20,8.4,5.7,64,2
Gisborne,2017,May,21,21,8.7,5.9,63,2.1
Gisborne,2017,May,21,22,6.7,4.8,72,2
Gisborne,2017,May,21,23,7.2,5.1,70,2.1
Gisborne,2017,May,22,0,5.1,3.8,80,2
Gisborne,2017,May,22,1,5.6,4.1,76,1.7
Gisborne,2017,May,22,2,5.2,3.6,75,1.2
Gisborne,2017,May,22,3,5.7,4.1,76,1.8
Gisborne,2017,May,22,4,6.4,4.6,73,1.9
Gisborne,2017,May,22,5,5.7,4.5,81,2.7
Gisborne,2017,May,22,6,4.4,3.3,82,1.6
Gisborne,2017,May,22,7,6.1,4.7,78,2.6
Gisborne,2017,May,22,8,6.2,4.8,79,2.9
Gisborne,2017,May,22,9,8.8,6.4,68,3.2
Gisborne,2017,May,22,10,10.3,7.6,66,4.3
Gisborne,2017,May,22,11,12.7,8.7,55,3.9
Gisborne,2017,May,22,12,13.5,8.8,49,3
Gisborne,2017,May,22,13,14.3,9.5,49,3.8
Gisborne,2017,May,22,14,15.3,9.8,44,3.1
Gisborne,2017,May,22,15,15.1,9.6,44,3
Gisborne,2017,May,22,16,14.9,10.1,50,4.6
Gisborne,2017,May,22,17,10.6,8.1,69,5.2
Gisborne,2017,May,22,18,7.6,6.6,85,5.2
Gisborne,2017,May,22,19,6.3,5.3,85,4
Gisborne,2017,May,22,20,5.5,5,92,4.3
Gisborne,2017,May,22,21,5.2,4.6,91,3.9
Gisborne,2017,May,22,22,4,3.6,93,3
Gisborne,2017,May,22,23,4.3,3.9,93,3.3
Gisborne,2017,May,23,0,3.9,3.5,93,2.9
Gisborne,2017,May,23,1,4,3.6,93,3
Gisborne,2017,May,23,2,3.7,3.2,92,2.5
Gisborne,2017,May,23,3,3.7,3.1,90,2.2
Gisborne,2017,May,23,4,4.6,3.7,86,2.5
Gisborne,2017,May,23,5,5.6,4.1,76,1.7
Gisborne,2017,May,23,6,6.1,4.1,70,1.1
Gisborne,2017,May,23,7,5.5,3.8,73,1.1
Gisborne,2017,May,23,8,7.7,4.8,60,0.5
Gisborne,2017,May,23,9,9.6,6.2,57,1.5
Gisborne,2017,May,23,10,11.8,8.2,58,3.8
Gisborne,2017,May,23,11,14.2,9.8,53,4.8
Gisborne,2017,May,23,12,15.4,10.8,53,5.9
Gisborne,2017,May,23,13,15.2,11,56,6.5
Gisborne,2017,May,23,14,14.9,10.3,52,5.2
Gisborne,2017,May,23,15,14.7,10.7,58,6.5
Gisborne,2017,May,23,16,13,9.7,63,6.1
Gisborne,2017,May,23,17,11.5,8.8,68,5.8
Gisborne,2017,May,23,18,11,8.7,72,6.2
Gisborne,2017,May,23,19,11,8.8,73,6.4
Gisborne,2017,May,23,20,11,8.9,74,6.6
Gisborne,2017,May,23,21,10.8,8.8,75,6.6
Gisborne,2017,May,23,22,11,8.9,74,6.6
Gisborne,2017,May,23,23,10.1,8.3,77,6.3
Gisborne,2017,May,24,0,10.7,8.7,75,6.5
Gisborne,2017,May,24,1,10.4,8.6,77,6.6
Gisborne,2017,May,24,2,9.8,8.3,80,6.5
Gisborne,2017,May,24,3,9.9,8.3,79,6.4
Gisborne,2017,May,24,4,9.8,8.1,78,6.2
Gisborne,2017,May,24,5,9.4,7.8,79,6
Gisborne,2017,May,24,6,9.6,7.9,78,6
Gisborne,2017,May,24,7,9.2,7.6,79,5.8
Gisborne,2017,May,24,8,10.1,8.4,78,6.5
Gisborne,2017,May,24,9,12.6,10.3,73,7.9
Gisborne,2017,May,24,10,14.6,11.9,71,9.4
Gisborne,2017,May,24,11,15,12.2,70,9.6
Gisborne,2017,May,24,12,16.4,12.9,65,9.8
Gisborne,2017,May,24,13,15.8,13,71,10.6
Gisborne,2017,May,24,14,14.6,12.6,78,10.8
Gisborne,2017,May,24,15,14.3,13,85,11.8
Gisborne,2017,May,24,16,13.9,12.6,85,11.4
Gisborne,2017,May,24,17,13.3,12.4,90,11.7
Gisborne,2017,May,24,18,12.5,11.9,93,11.4
Gisborne,2017,May,24,19,12.1,11.6,94,11.2
Gisborne,2017,May,24,20,11.4,10.9,94,10.5
Gisborne,2017,May,24,21,11.4,11,95,10.6
Gisborne,2017,May,24,22,11.4,11,95,10.6
Gisborne,2017,May,24,23,10.9,10.5,95,10.1
Gisborne,2017,May,25,0,10.5,10,94,9.6
Gisborne,2017,May,25,1,9,8.4,92,7.8
Gisborne,2017,May,25,2,8.5,8.1,94,7.6
Gisborne,2017,May,25,3,7.8,7.3,93,6.7
Gisborne,2017,May,25,4,8.7,8.3,95,7.9
Gisborne,2017,May,25,5,8.3,8,95,7.6
Gisborne,2017,May,25,6,7.6,7.3,95,6.9
Gisborne,2017,May,25,7,7.7,7.3,94,6.8
Gisborne,2017,May,25,8,8,7.6,94,7.1
Gisborne,2017,May,25,9,10.1,9.4,91,8.7
Gisborne,2017,May,25,10,11.8,10.9,89,10.1
Gisborne,2017,May,25,11,13.5,12.2,85,11
Gisborne,2017,May,25,12,14.1,12.7,84,11.5
Gisborne,2017,May,25,13,13.6,12.6,88,11.7
Gisborne,2017,May,25,14,13.1,12.4,92,11.8
Gisborne,2017,May,25,15,12.9,12.1,90,11.3
Gisborne,2017,May,25,16,12.6,11.9,92,11.3
Gisborne,2017,May,25,17,12.2,11.5,91,10.8
Gisborne,2017,May,25,18,11.9,11.3,93,10.8
Gisborne,2017,May,25,19,11.7,11.2,94,10.8
Gisborne,2017,May,25,20,11.5,11.1,95,10.7
Gisborne,2017,May,25,21,11.3,10.9,95,10.5
Gisborne,2017,May,25,22,10.6,10.1,94,9.7
Gisborne,2017,May,25,23,9.9,9.6,96,9.3
Gisborne,2017,May,26,0,10.2,9.9,96,9.6
Gisborne,2017,May,26,1,10.3,10,96,9.7
Gisborne,2017,May,26,2,9.8,9.4,95,9.1
Gisborne,2017,May,26,3,8.8,8.5,96,8.2
Gisborne,2017,May,26,4,7.7,7.4,96,7.1
Gisborne,2017,May,26,5,8.7,8.5,97,8.3
Gisborne,2017,May,26,6,8.4,8.1,96,7.8
Gisborne,2017,May,26,7,9.3,9.1,97,8.9
Gisborne,2017,May,26,8,9.2,9,97,8.8
Gisborne,2017,May,26,9,9.4,9.2,97,9
Gisborne,2017,May,26,10,10.7,10,91,9.3
Gisborne,2017,May,26,11,12.9,11.5,84,10.3
Gisborne,2017,May,26,12,14.7,12.9,80,11.3
Gisborne,2017,May,26,13,16.8,14,72,11.7
Gisborne,2017,May,26,14,17.6,13.7,62,10.3
Gisborne,2017,May,26,15,17.6,13.6,61,10
Gisborne,2017,May,26,16,17.1,13.6,65,10.5
Gisborne,2017,May,26,17,13.7,11.8,78,9.9
Gisborne,2017,May,26,18,11.8,10.8,88,9.9
Gisborne,2017,May,26,19,10.1,9.4,91,8.7
Gisborne,2017,May,26,20,8.5,8,93,7.4
Gisborne,2017,May,26,21,8.8,8.4,94,7.9
Gisborne,2017,May,26,22,9.6,9,92,8.4
Gisborne,2017,May,26,23,7.6,7.1,93,6.6
Gisborne,2017,May,27,0,7.1,6.8,95,6.4
Gisborne,2017,May,27,1,6.5,6.2,95,5.8
Gisborne,2017,May,27,2,7,6.7,96,6.4
Gisborne,2017,May,27,3,7.6,7.2,94,6.7
Gisborne,2017,May,27,4,6.1,5.8,95,5.4
Gisborne,2017,May,27,5,6.3,6,96,5.7
Gisborne,2017,May,27,6,6.9,6.6,96,6.3
Gisborne,2017,May,27,7,7.8,7.5,96,7.2
Gisborne,2017,May,27,8,8.8,8.5,96,8.2
Gisborne,2017,May,27,9,9.6,9.2,95,8.8
Gisborne,2017,May,27,10,10.3,10,96,9.7
Gisborne,2017,May,27,11,10.6,10.3,96,10
Gisborne,2017,May,27,12,10.9,10.6,96,10.3
Gisborne,2017,May,27,13,12,11.7,96,11.4
Gisborne,2017,May,27,14,13.8,13.2,93,12.7
Gisborne,2017,May,27,15,14.2,13.4,91,12.8
Gisborne,2017,May,27,16,14.4,13.5,90,12.8
Gisborne,2017,May,27,17,13.2,12.6,93,12.1
Gisborne,2017,May,27,18,12.6,12.2,95,11.8
Gisborne,2017,May,27,19,12,11.7,96,11.4
Gisborne,2017,May,27,20,12,11.7,96,11.4
Gisborne,2017,May,27,21,12,11.7,96,11.4
Gisborne,2017,May,27,22,10.9,10.6,96,10.3
Gisborne,2017,May,27,23,10.1,9.8,96,9.5
Gisborne,2017,May,28,0,10.4,10.2,97,9.9
Gisborne,2017,May,28,1,10.9,10.7,97,10.5
Gisborne,2017,May,28,2,11.5,11.3,97,11
Gisborne,2017,May,28,3,11.6,11.3,96,11
Gisborne,2017,May,28,4,11.7,11.4,96,11.1
Gisborne,2017,May,28,5,11.8,11.5,96,11.2
Gisborne,2017,May,28,6,11.5,11.1,95,10.7
Gisborne,2017,May,28,7,11.6,11.2,95,10.8
Gisborne,2017,May,28,8,11.8,11.4,95,11
Gisborne,2017,May,28,9,13.4,12.5,89,11.6
Gisborne,2017,May,28,10,14.4,13.1,85,11.9
Gisborne,2017,May,28,11,15.9,13.9,79,12.3
Gisborne,2017,May,28,12,16.7,14.3,76,12.5
Gisborne,2017,May,28,13,16.3,14.2,78,12.5
Gisborne,2017,May,28,14,14.1,13.2,90,12.5
Gisborne,2017,May,28,15,13.4,12.8,93,12.3
Gisborne,2017,May,28,16,13,12.3,92,11.7
Gisborne,2017,May,28,17,12.7,12.1,93,11.6
Gisborne,2017,May,28,18,12.4,11.9,94,11.5
Gisborne,2017,May,28,19,12.2,11.8,95,11.4
Gisborne,2017,May,28,20,12.3,12,96,11.7
Gisborne,2017,May,28,21,12.3,12,96,11.7
Gisborne,2017,May,28,22,12.3,12,96,11.7
Gisborne,2017,May,28,23,12.9,12.6,96,12.3
Gisborne,2017,May,29,0,12.6,12.3,96,12
Gisborne,2017,May,29,1,12.5,12.2,96,11.9
Gisborne,2017,May,29,2,12.6,12.3,96,12
Gisborne,2017,May,29,3,12.6,12.2,95,11.8
Gisborne,2017,May,29,4,12.5,12.2,96,11.9
Gisborne,2017,May,29,5,12.4,12,95,11.6
Gisborne,2017,May,29,6,12.2,11.9,96,11.6
Gisborne,2017,May,29,7,12.3,12,96,11.7
Gisborne,2017,May,29,8,12.3,12,96,11.7
Gisborne,2017,May,29,9,12.4,12.1,96,11.8
Gisborne,2017,May,29,10,13.9,12.9,89,12.1
Gisborne,2017,May,29,11,15.8,13.9,80,12.4
Gisborne,2017,May,29,12,16.4,14.4,79,12.8
Gisborne,2017,May,29,13,14.2,13,86,11.9
Gisborne,2017,May,29,14,15.1,13.7,85,12.6
Gisborne,2017,May,29,15,15.5,13.6,80,12.1
Gisborne,2017,May,29,16,14.9,13.3,82,11.9
Gisborne,2017,May,29,17,13.4,12.7,92,12.1
Gisborne,2017,May,29,18,12.7,12.1,93,11.6
Gisborne,2017,May,29,19,11.7,11.2,94,10.8
Gisborne,2017,May,29,20,10.5,10.1,95,9.7
Gisborne,2017,May,29,21,9.7,9.4,96,9.1
Gisborne,2017,May,29,22,9,8.7,96,8.4
Gisborne,2017,May,29,23,9.4,9.1,96,8.8
Gisborne,2017,May,30,0,9.4,9.2,97,9
Gisborne,2017,May,30,1,9,8.8,97,8.6
Gisborne,2017,May,30,2,8.4,8.2,97,8
Gisborne,2017,May,30,3,7.8,7.6,97,7.4
Gisborne,2017,May,30,4,8.2,8,97,7.8
Gisborne,2017,May,30,5,7.8,7.6,97,7.4
Gisborne,2017,May,30,6,7.1,6.9,97,6.7
Gisborne,2017,May,30,7,6.9,6.7,97,6.5
Gisborne,2017,May,30,8,7.5,7.3,97,7.1
Gisborne,2017,May,30,9,9.2,8.7,93,8.1
Gisborne,2017,May,30,10,10.7,9.8,88,8.8
Gisborne,2017,May,30,11,12.4,11,83,9.6
Gisborne,2017,May,30,12,14.7,12.5,76,10.5
Gisborne,2017,May,30,13,16.4,13.7,72,11.4
Gisborne,2017,May,30,14,17.2,13.3,62,9.9
Gisborne,2017,May,30,15,17.7,14.3,67,11.5
Gisborne,2017,May,30,16,15.7,12.8,70,10.3
Gisborne,2017,May,30,17,12.4,11.2,86,10.1
Gisborne,2017,May,30,18,10.5,10,93,9.4
Gisborne,2017,May,30,19,9.5,9,93,8.4
Gisborne,2017,May,30,20,8.7,8.3,95,7.9
Gisborne,2017,May,30,21,8.7,8.4,96,8.1
Gisborne,2017,May,30,22,8.1,7.8,95,7.4
Gisborne,2017,May,30,23,8.2,7.8,94,7.3
Gisborne,2017,May,31,0,8.5,8.1,94,7.6
Gisborne,2017,May,31,1,8.3,7.8,93,7.2
Gisborne,2017,May,31,2,8.4,8,94,7.5
Gisborne,2017,May,31,3,8.8,8.3,93,7.7
Gisborne,2017,May,31,4,8.8,8.2,92,7.6
Gisborne,2017,May,31,5,8.1,7.6,93,7.1
Gisborne,2017,May,31,6,8,7.6,94,7.1
Gisborne,2017,May,31,7,8.1,7.7,94,7.2
Gisborne,2017,May,31,8,9,8.6,94,8.1
Gisborne,2017,May,31,9,10.1,9.5,92,8.9
Gisborne,2017,May,31,10,12.2,10.9,84,9.6
Gisborne,2017,May,31,11,14.1,12,77,10.1
Gisborne,2017,May,31,12,16.3,13.2,68,10.4
Gisborne,2017,May,31,13,16.9,12.9,61,9.4
Gisborne,2017,May,31,14,18,13.4,57,9.4
Gisborne,2017,May,31,15,17.2,13.3,62,9.9
Gisborne,2017,May,31,16,15.6,13.4,77,11.6
Gisborne,2017,May,31,17,13.8,12.5,85,11.3
Gisborne,2017,May,31,18,11.1,10.2,88,9.2
Gisborne,2017,May,31,19,10.7,9.4,84,8.1
Gisborne,2017,May,31,20,8.9,8.3,92,7.7
Gisborne,2017,May,31,21,8.2,7.9,95,7.5
Gisborne,2017,May,31,22,7.2,6.9,95,6.5
Gisborne,2017,May,31,23,8,7.7,96,7.4
Gisborne,2017,Jun,1,0,7.7,7.3,94,6.8
Gisborne,2017,Jun,1,1,7.7,7.3,94,6.8
Gisborne,2017,Jun,1,2,7.6,7.2,94,6.7
Gisborne,2017,Jun,1,3,8.1,7.6,93,7.1
Gisborne,2017,Jun,1,4,7.8,7.4,94,6.9
Gisborne,2017,Jun,1,5,8.2,7.9,95,7.5
Gisborne,2017,Jun,1,6,7.9,7.5,94,7
Gisborne,2017,Jun,1,7,7.5,7.2,95,6.8
Gisborne,2017,Jun,1,8,9,8.6,95,8.3
Gisborne,2017,Jun,1,9,9.8,9.4,95,9.1
Gisborne,2017,Jun,1,10,11.3,10.7,93,10.2
Gisborne,2017,Jun,1,11,12.2,11.2,88,10.3
Gisborne,2017,Jun,1,12,13.4,12,84,10.8
Gisborne,2017,Jun,1,13,13.8,11.8,78,10
Gisborne,2017,Jun,1,14,13.8,11.5,74,9.3
Gisborne,2017,Jun,1,15,14.2,11.8,73,9.5
Gisborne,2017,Jun,1,16,13.4,11.8,82,10.4
Gisborne,2017,Jun,1,17,11.8,10.7,86,9.5
Gisborne,2017,Jun,1,18,11.7,10.7,88,9.8
Gisborne,2017,Jun,1,19,11.3,10.7,92,10.1
Gisborne,2017,Jun,1,20,9.4,8.8,92,8.2
Gisborne,2017,Jun,1,21,8.4,8.1,95,7.7
Gisborne,2017,Jun,1,22,8,7.7,95,7.3
Gisborne,2017,Jun,1,23,7.2,6.9,96,6.6
Gisborne,2017,Jun,2,0,6.7,6.4,96,6.1
Gisborne,2017,Jun,2,1,7.6,7.4,97,7.2
Gisborne,2017,Jun,2,2,8.3,8.1,97,7.9
Gisborne,2017,Jun,2,3,8.7,8.4,96,8.1
Gisborne,2017,Jun,2,4,8,7.7,96,7.4
Gisborne,2017,Jun,2,5,7.5,7.2,96,6.9
Gisborne,2017,Jun,2,6,7.6,7.3,95,6.9
Gisborne,2017,Jun,2,7,7.8,7.5,95,7.1
Gisborne,2017,Jun,2,8,7.4,7.1,96,6.8
Gisborne,2017,Jun,2,9,9,8.6,95,8.3
Gisborne,2017,Jun,2,10,10.3,9.8,93,9.2
Gisborne,2017,Jun,2,11,12.8,11.1,80,9.5
Gisborne,2017,Jun,2,12,13.6,11.5,76,9.5
Gisborne,2017,Jun,2,13,14,12.1,79,10.4
Gisborne,2017,Jun,2,14,14.6,12.5,77,10.6
Gisborne,2017,Jun,2,15,14.3,12.3,78,10.5
Gisborne,2017,Jun,2,16,13.3,11.8,83,10.5
Gisborne,2017,Jun,2,17,11.8,10.9,89,10.1
Gisborne,2017,Jun,2,18,11.6,10.9,91,10.2
Gisborne,2017,Jun,2,19,11.4,10.7,91,10
Gisborne,2017,Jun,2,20,11.4,10.9,94,10.5
Gisborne,2017,Jun,2,21,11,10.6,95,10.2
Gisborne,2017,Jun,2,22,10.9,10.5,95,10.1
