"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"4057","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2020,1070,6.1,175.4
"4058","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2020,28,4.5,6.2
"4059","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2020,141,4.9,28.8
"4060","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2020,693,4.5,154
"4061","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2020,552,4.1,134.6
"4062","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,649,5,129.8
"4063","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2020,751,5.3,141.7
"4064","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2020,850,5.4,157.4
"4065","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2020,988,5.5,179.6
"4066","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2020,1082,5.7,189.8
"4067","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2021,607,5.5,110.4
"4068","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2021,740,5.9,125.4
"4069","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2021,869,5.8,149.8
"4070","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,793,5.4,146.9
"4071","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2021,1007,5,201.4
"4072","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2021,891,5.2,171.3
"4073","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2021,715,5.1,140.2
"4074","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2021,608,5.3,114.7
"4075","487ead19","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2021,1036,5.2,199.2
"4076","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Autumn",3,2017,894,5.49,162.8
"4077","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Autumn",4,2017,1066,5.46,195.2
"4078","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Autumn",5,2017,766,4.76,160.9
"4079","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Winter",6,2017,1126,4.5,250.2
"4080","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Winter",7,2017,1138,4.7,242.1
"4081","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Winter",8,2017,1097,5.3,207
"4082","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Spring",9,2017,1523,5.3,287.4
"4083","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Spring",10,2017,1069,5.6,190.9
"4084","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Spring",11,2017,1849,6.1,303.1
"4085","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Summer",12,2017,1255,5.6,224.1
"4086","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Summer",1,2018,1222,5.3,230.6
"4087","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Summer",2,2018,1124,5.2,216.2
"4088","fb9da8a1","Nissan e-NV200 (24 kWh)","Coastal Otago","Autumn",4,2018,1439,4.8,299.8
"4089","024139ba","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,2184,5.8,376.6
"4090","024139ba","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,2537,5.9,430
"4091","024139ba","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,2239,5.9,379.5
"4092","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1129,6.7,168.5
"4093","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1741,6.8,256
"4094","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,930,7.1,131
"4095","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2019,1456,7.1,205.1
"4096","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2019,1135,7.3,155.5
"4097","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,1185,7.5,158
"4098","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2019,1167,7.4,157.7
"4099","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,2370,7.7,307.8
"4100","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,179,6.7,26.7
"4101","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,1116,6.9,161.7
"4102","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,1606,6.4,250.9
"4103","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2020,1222,7,174.6
"4104","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,1210,6.9,175.4
"4105","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2021,1034,6.6,156.7
"4106","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2021,1150,6.1,188.5
"4107","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2021,820,6.1,134.4
"4108","e300174a","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2021,903,6,150.5
"4109","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2017,1256,7,179.4
"4110","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",8,2017,1526,6,254.3
"4111","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",9,2017,1332,6.1,218.4
"4112","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",10,2017,1318,6.5,202.8
"4113","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",11,2017,2456,6.3,389.8
"4114","5eafa602","Nissan Leaf (30 kWh)","Auckland","Summer",12,2017,715,6.7,106.7
"4115","5eafa602","Nissan Leaf (30 kWh)","Auckland","Summer",1,2018,1261,6.2,203.4
"4116","5eafa602","Nissan Leaf (30 kWh)","Auckland","Summer",2,2018,1512,6.1,247.9
"4117","5eafa602","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2018,1167,5.7,204.7
"4118","5eafa602","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2018,975,6,162.5
"4119","5eafa602","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2018,1390,5.8,239.7
"4120","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",6,2018,1354,5.7,237.5
"4121","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2018,1323,6,220.5
"4122","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",8,2018,1730,5.9,293.2
"4123","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",9,2018,1110,5.9,188.1
"4124","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",10,2018,2788,6.1,457
"4125","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",11,2018,1222,6.2,197.1
"4126","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2019,1273,5.5,231.5
"4127","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",8,2019,1042,5.8,179.7
"4128","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2020,801,5.4,148.3
"4129","3943b948","BMW i3","Auckland","Winter",6,2019,1328,7.8,170.3
"4130","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Autumn",4,2018,2595,6.9,376.1
"4131","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Autumn",5,2018,2991,6.9,433.5
"4132","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Winter",6,2018,2163,6.4,338
"4133","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Winter",7,2018,2319,6.4,362.3
"4134","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Winter",8,2018,1795,6.8,264
"4135","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2018,1246,7.5,166.1
"4136","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2018,943,7.3,129.2
"4137","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2018,804,7.8,103.1
"4138","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2018,1208,8.1,149.1
"4139","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2018,631,8.3,76
"4140","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2019,737,7.8,94.5
"4141","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2019,926,8.3,111.6
"4142","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2019,641,8,80.1
"4143","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2019,901,7.8,115.5
"4144","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2019,1190,7.5,158.7
"4145","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1326,7.1,186.8
"4146","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1316,7,188
"4147","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,1146,7,163.7
"4148","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,851,8,106.4
"4149","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2019,313,9.2,34
"4150","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,867,8.1,107
"4151","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2020,909,8.1,112.2
"4152","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2020,925,7.9,117.1
"4153","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,195,7.7,25.3
"4154","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,513,7.3,70.3
"4155","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,1156,6.9,167.5
"4156","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2020,1329,7.2,184.6
"4157","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2020,1034,6.9,149.9
"4158","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2021,644,7.3,88.2
"4159","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,829,7,118.4
"4160","5cfb5d8c","Nissan Leaf (24 kWh) 2011-2012","Coastal Otago","Summer",2,2018,794,4.9,162
"4161","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",5,2018,1084,6.9,157.1
"4162","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",6,2018,1038,6.8,152.6
"4163","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",7,2018,1028,6.5,158.2
"4164","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",8,2018,925,7,132.1
"4165","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",10,2018,975,7.4,131.8
"4166","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",11,2018,613,8.1,75.7
"4167","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",12,2018,893,7.3,122.3
"4168","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",1,2019,964,7.1,135.8
"4169","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",2,2019,2009,6.3,318.9
"4170","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",3,2019,914,6.8,134.4
"4171","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",4,2019,1200,6.5,184.6
"4172","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",7,2019,1347,6.5,207.2
"4173","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Winter",8,2018,674,6.7,100.6
"4174","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Spring",9,2018,666,6.9,96.5
"4175","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Spring",10,2018,549,7.04,78
"4176","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Spring",11,2018,436,7.09,61.5
"4177","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Summer",12,2018,793,6.94,114.3
"4178","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Summer",1,2019,895,6.8,131.6
"4179","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Summer",2,2019,302,7,43.1
"4180","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Autumn",3,2019,794,7.04,112.8
"4181","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Autumn",4,2019,766,7.09,108
"4182","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Autumn",5,2019,584,7.14,81.8
"4183","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Winter",6,2019,698,7.1,98.3
"4184","1111bb81","Renault Zoe","Auckland","Autumn",5,2018,685,6.9,99.3
"4185","1111bb81","Renault Zoe","Auckland","Winter",6,2018,684,6.5,105.2
"4186","1111bb81","Renault Zoe","Auckland","Winter",7,2018,608,6.6,92.1
"4187","1111bb81","Renault Zoe","Auckland","Winter",8,2018,729,6.9,105.7
"4188","1111bb81","Renault Zoe","Auckland","Spring",9,2018,511,6.9,74.1
"4189","1111bb81","Renault Zoe","Auckland","Spring",10,2018,709,6.9,102.8
"4190","1111bb81","Renault Zoe","Auckland","Spring",11,2018,700,6.8,102.9
"4191","1111bb81","Renault Zoe","Auckland","Summer",12,2018,813,6.6,123.2
"4192","1111bb81","Renault Zoe","Auckland","Summer",1,2019,560,5.9,94.9
"4193","1111bb81","Renault Zoe","Auckland","Summer",2,2019,802,5.7,140.7
"4194","d5922188","Renault Zoe","Christchurch","Summer",12,2017,68,6.2,11
"4195","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2017,1519,8.2,185.2
"4196","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2017,1161,8.6,135
"4197","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2017,1163,8.6,135.2
"4198","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",4,2017,1147,8.4,136.5
"4199","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",5,2017,989,8.2,120.6
"4200","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",6,2017,1084,7.9,137.2
"4201","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2017,777,6.8,114.3
"4202","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2017,850,7.1,119.7
"4203","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2017,1047,8.2,127.7
"4204","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2017,825,8.4,98.2
"4205","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2017,911,9.1,100.1
"4206","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",12,2017,1343,8.8,152.6
"4207","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2018,700,8.7,80.5
"4208","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2018,804,8.7,92.4
"4209","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2018,1170,6.9,169.6
"4210","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2018,761,7.7,98.8
"4211","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2018,974,8.2,118.8
"4212","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2018,1079,9,119.9
"4213","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2019,900,8.7,103.4
"4214","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",6,2019,770,7.1,108.5
"4215","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2019,800,6.9,115.9
"4216","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2019,800,7.2,111.1
"4217","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2019,950,8,118.8
"4218","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2019,780,8.6,90.7
"4219","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2019,559,9.2,60.8
"4220","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2020,613,8.9,68.9
"4221","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",5,2020,506,8.2,61.7
"4222","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",12,2020,975,9.3,104.8
"4223","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2021,1551,8.8,176.2
"4224","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2021,890,9.7,91.8
"4225","9606ab3a","BMW i3","Central Otago","Winter",7,2019,2906,5.7,509.8
"4226","9606ab3a","BMW i3","Central Otago","Winter",8,2019,2199,6.1,360.5
"4227","9606ab3a","BMW i3","Central Otago","Spring",9,2019,1951,6.5,300.2
"4228","9606ab3a","BMW i3","Central Otago","Spring",10,2019,2689,6.7,401.3
"4229","9606ab3a","BMW i3","Central Otago","Summer",1,2020,2255,7.3,308.9
"4230","9606ab3a","BMW i3","Central Otago","Summer",2,2020,3576,6.8,525.9
"4231","9606ab3a","BMW i3","Central Otago","Autumn",3,2020,2254,6.5,346.8
"4232","9606ab3a","BMW i3","Central Otago","Autumn",4,2020,491,6.8,72.2
"4233","9606ab3a","BMW i3","Central Otago","Autumn",5,2020,1624,5.8,280
"4234","9606ab3a","BMW i3","Central Otago","Winter",6,2020,2467,5.5,448.5
"4235","9606ab3a","BMW i3","Central Otago","Winter",7,2020,2288,5.4,423.7
"4236","9606ab3a","BMW i3","Central Otago","Winter",8,2020,3079,6.2,496.6
"4237","9606ab3a","BMW i3","Central Otago","Spring",9,2020,3217,6.2,518.9
"4238","9606ab3a","BMW i3","Central Otago","Spring",10,2020,3220,6.7,480.6
"4239","9606ab3a","BMW i3","Central Otago","Spring",11,2020,1344,7.1,189.3
"4240","9606ab3a","BMW i3","Central Otago","Summer",1,2021,1919,6.7,286.4
"4241","9606ab3a","BMW i3","Central Otago","Summer",2,2021,2434,6.9,352.8
"4242","9606ab3a","BMW i3","Central Otago","Autumn",3,2021,2814,6.6,426.4
"4243","9606ab3a","BMW i3","Central Otago","Autumn",4,2021,2297,6.6,348
"4244","9606ab3a","BMW i3","Central Otago","Autumn",5,2021,2396,6,399.3
"4245","9606ab3a","BMW i3","Central Otago","Winter",6,2021,1427,5.5,259.5
"4246","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2018,1135,6.8,166.9
"4247","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2018,895,6.6,135.6
"4248","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2019,684,6.9,99.1
"4249","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2019,727,6.8,106.9
"4250","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,923,6.7,137.8
"4251","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,538,6.7,80.3
"4252","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,904,6.1,148.2
"4253","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2019,448,6.1,73.4
"4254","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2019,1248,6.1,204.6
"4255","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2019,561,6.1,92
"4256","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2019,411,6.4,64.2
"4257","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2019,588,6.4,91.9
"4258","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2019,872,7.1,122.8
"4259","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2020,979,7,139.9
"4260","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2020,412,7,58.9
"4261","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2020,779,6.9,112.9
"4262","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2020,466,6.7,69.6
"4263","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2020,521,6.5,80.2
"4264","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2020,523,6.4,81.7
"4265","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2020,941,6.4,147
"4266","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,589,6.3,93.5
"4267","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,692,6.6,104.8
"4268","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2021,629,6.4,98.3
"4269","356d4502","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2017,543,8,67.9
"4270","356d4502","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2017,830,8.2,101.2
"4271","356d4502","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2017,845,8.3,101.8
"4272","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2017,1393,7.3,190.8
"4273","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2017,1243,7.4,168
"4274","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2017,1216,7.5,162.1
"4275","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2017,1397,7.2,194
"4276","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2017,1238,7.6,162.9
"4277","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2018,1204,7.6,158.4
"4278","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2018,1403,7.2,194.9
"4279","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2018,1455,7.6,191.4
"4280","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2018,675,7.1,95.1
"4281","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2018,1540,6.9,223.2
"4282","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2018,1201,6.8,176.6
"4283","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2018,835,7.3,114.4
"4284","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2018,2219,6.8,326.3
"4285","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2019,1097,7.9,138.9
"4286","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2019,1048,7.4,141.6
"4287","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2019,1174,7.1,165.4
"4288","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2019,1232,6.9,178.6
"4289","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2019,1158,6.8,170.3
"4290","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2019,977,6.6,148
"4291","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2019,954,7.2,132.5
"4292","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2019,1074,7.1,151.3
"4293","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2019,788,7.6,103.7
"4294","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",6,2018,4268,6.2,688.4
"4295","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",7,2018,1058,6.2,170.6
"4296","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",8,2018,3210,6.6,486.4
"4297","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",9,2018,3021,7,431.6
"4298","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",10,2018,2426,7.1,341.7
"4299","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",11,2018,3441,7,491.6
"4300","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",12,2018,2521,7.3,345.3
"4301","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",1,2019,2005,7.3,274.7
"4302","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",2,2019,2759,7.3,377.9
"4303","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",3,2019,3047,7.4,411.8
"4304","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",4,2019,2658,7.1,374.4
